phrase,count
inconsistent unreliable,23
inconsistent unverifiable,40
inconsistently credit,26
incorrect account,56
incorrect address,69
incorrect balance,49
incorrect charges,25
incorrect did,20
incorrect does,57
incorrect does belong,33
incorrect information,196
incorrect information credit,25
incorrect late,67
incorrect late payment,64
incorrect misleading,20
incorrect payment,35
incorrect personal,25
incorrect reporting,25
incorrectly applied,30
incorrectly reported,23
increase monthly,40
increased approximately,27
increased monthly,28
increased significantly,25
independent review,23
independent verification,24
indicate broader,47
indicate broader noncompliance,45
indicates account,28
indicates failure,27
indicating account,34
individual account,24
individual identified,21
individual impersonating,30
individual named,22
individual used,20
induced fraud,28
inflated balance,47
influenced decision,25
information account,186
information accounts,28
information accurate,211
information accurate complete,55
information accurate verifiable,64
information additionally,70
information address,72
information address original,37
information alleged,26
information alleged debt,23
information appearing,77
information appearing consumer,51
information appearing credit,23
information appears,28
information asked,44
information associated,68
information associated account,39
information available,53
information aware,22
information bank,53
information believe,27
information business,26
information business days,20
information called,26
information caused,30
information causing,63
information causing harm,54
information cfr,86
information cfr placed,77
information changed,28
information clearly,20
information company,47
information complete,55
information complete accurate,20
information compromised,91
information concerning,20
information conduct,42
information consent,24
information constitute,53
information constitutes,46
information consumer,212
information consumer credit,24
information consumer reporting,138
information consumers,35
information contacted,23
information continued,32
information continues,34
information continues reported,22
information correct,52
information corrected,27
information credit,595
information credit bureaus,158
information credit file,39
information credit report,235
information credit reporting,81
information credit reports,29
information creditor,42
information currently,39
information currently reported,26
information days,389
information days debt,363
information debt,55
information deleted,21
information despite,84
information did,90
information different,23
information direct,40
information direct violation,32
information directly,25
information disclosed,31
information dispute,44
information disputed,50
information disputed consumer,28
information documentation,59
information does,57
information email,32
information exposed,27
information failure,78
information fair,30
information fair credit,25
information fcra,47
information file,63
information fully,54
information fully verified,31
information furnished,164
information furnished consumer,33
information furnished credit,25
information furnisher,45
information furnishing,116
information furnishing follows,101
information given,64
information identity,21
information immediately,21
information inaccurate,172
information inaccurate incomplete,51
information including,207
information incomplete,22
information incorrect,90
information incorrect does,32
information indicate,46
information indicate broader,45
information information,45
information instead,32
information know,50
information knowledge,21
information known,51
information lack,24
information legal,24
information listed,28
information loan,27
information make,22
information merchant,28
information misleading,22
information multiple,60
information multiple representatives,22
information necessary,30
information need,27
information needed,83
information notice,34
information obtained,47
information original,103
information original creditor,92
information overall,49
information overall behavior,45
information parties,24
information party,43
information payment,29
information phone,45
information previously,34
information proof,36
information proper,27
information properly,89
information properly verified,45
information provide,78
information provided,764
information provided account,22
information provided consumer,28
information provided requesting,111
information providing,36
information raises,24
information raises concerns,20
information received,79
information records,30
information regarding,305
information regarding account,29
information regarding alleged,22
information regarding status,22
information related,52
information relating,33
information relating consumer,26
information remains,38
information removed,62
information removed credit,22
information report,55
information reported,729
information reported accurate,135
information reported consumer,57
information reported credit,160
information reported inaccurate,31
information reported reporting,20
information reporting,151
information reporting accurate,61
information reporting unverifiable,23
information representative,23
information request,68
information requested,107
information requesting,104
information required,178
information required conduct,59
information required law,26
information resolution,23
information response,20
information result,38
information resulting,84
information resulting identity,76
information rights,413
information rights pursuant,413
information said,30
information sent,64
information shared,30
information specifically,35
information stated,22
information submitted,35
information suddenly,102
information suddenly appeared,101
information time,59
information told,75
information transaction,21
information unable,23
information unauthorized,23
information used,149
information verification,23
information verified,162
information verified accurate,33
information verify,53
information violates,20
information violation,74
information violation fair,24
information violation fcra,20
information xx,114
information xx xx,114
information youre,101
information youre reporting,101
informed account,192
informed account closed,47
informed additional,29
informed bank,48
informed case,27
informed check,27
informed claim,31
informed company,27
informed consent,94
informed customer,21
informed debt,22
informed decision,40
informed did,35
informed financial,26
informed funds,62
informed issue,24
informed loan,37
informed need,30
informed needed,34
informed payment,37
informed phone,22
informed receive,23
informed refund,29
informed representative,62
informed time,40
informed unable,27
informed vehicle,23
informed xx,25
informed xx xx,24
initial claim,26
initial communication,57
initial complaint,35
initial contact,76
initial contact accounts,40
initial dispute,67
initial payment,48
initial written,23
initially contacted,20
initially denied,30
initially issued,56
initially issued provisional,35
initially stated,22
initially told,63
initiate approve,36
initiate authorize,21
initiated dispute,42
initiated payment,21
initiated transfer,49
initiated wire,30
initiated wire transfer,23
initiated xx,43
initiated xx xx,43
inquiries appearing,24
inquiries credit,37
inquiries did,20
inquiries personal,26
inquiries personal information,25
inquiries result,43
inquiries result identity,37
inquiry credit,56
inquiry credit report,32
insert date,32
inspection report,27
installment contract,49
installment loan,63
instead account,24
instead addressing,32
instead continued,24
instead provided,32
instead providing,51
instead received,41
instead relied,55
instead repeatedly,28
instead resolving,37
instead sent,37
instead told,27
institutions required,57
institutions required conduct,36
instructed cease,22
instructed contact,61
instructed file,20
instructed send,41
instructed submit,33
instructed wait,27
instructions provided,76
instrument created,403
instrument created debt,403
insufficient documentation,27
insufficient funds,143
insurance charges,40
insurance claim,94
insurance company,187
insurance coverage,85
insurance paid,58
insurance payment,60
insurance payments,35
insurance policy,118
insurance premium,34
insurance proceeds,55
insurance property,21
insurance provider,34
insurance xx,43
insurance xx xx,43
integrity credit,30
intend pursue,20
intended pay,22
intended purpose,26
intended recipient,29
intent sell,23
interfered ability,27
internal account,45
internal complaint,22
internal controls,40
internal error,51
internal investigation,42
internal notes,62
internal policies,28
internal policy,47
internal processing,44
internal records,94
internal review,52
internal systems,28
internally inconsistent,31
international wire,26
internet crime,29
internet crime complaint,26
intervention ensure,25
invalid debt,49
investigate account,30
investigate accounts,26
investigate billing,27
investigate claim,56
investigate correct,129
investigate correct pursue,45
investigate dispute,108
investigate disputed,76
investigate disputed information,41
investigate disputes,67
investigate fraud,52
investigate fraudulent,27
investigate issue,32
investigate matter,311
investigate matter assist,23
investigate matter ensure,36
investigate matter require,67
investigate provide,23
investigate remove,30
investigate resolve,103
investigate respond,26
investigate unauthorized,63
investigated corrected,37
investigated removed,76
investigated removed credit,27
investigated resolved,55
investigated verified,22
investigation account,143
investigation accounts,33
investigation accuracy,42
investigation additionally,23
investigation appears,28
investigation bank,32
investigation based,20
investigation billing,34
investigation case,30
investigation claim,22
investigation complete,55
investigation completed,57
investigation concluded,22
investigation conducted,203
investigation consumer,623
investigation consumer report,599
investigation continued,21
investigation correct,40
investigation correct delete,23
investigation correction,62
investigation credit,37
investigation days,63
investigation deletion,23
investigation denied,24
investigation despite,48
investigation determined,29
investigation did,49
investigation dispute,73
investigation disputed,122
investigation disputed information,49
investigation disputes,25
investigation documentation,39
investigation ensure,23
investigation failed,34
investigation failure,58
investigation fair,74
investigation fair credit,70
investigation fcra,50
investigation findings,45
investigation fraud,34
investigation fraudulent,43
investigation immediate,23
investigation including,65
investigation information,22
investigation instead,21
investigation issue,31
investigation matter,198
investigation matter provide,41
investigation ongoing,67
investigation pending,24
investigation period,41
investigation procedures,22
investigation process,113
investigation provide,131
investigation provide documentation,24
investigation provide written,20
investigation provided,37
investigation received,21
investigation regulation,33
investigation reimbursement,27
investigation removal,44
investigation report,77
investigation report accurate,51
investigation reported,67
investigation reported information,45
investigation reporting,44
investigation requesting,37
investigation required,155
investigation required fair,38
investigation required federal,23
investigation required regulation,24
investigation requirements,21
investigation resolution,70
investigation response,35
investigation results,67
investigation review,40
investigation review relevant,21
investigation sincerely,23
investigation timeline,22
investigation transaction,36
investigation transactions,20
investigation unauthorized,91
investigation unauthorized transactions,33
investigation verification,23
investigation wells,20
investigation written,28
investigation xx,56
investigation xx xx,56
invoices receipts,24
invoking rights,20
involves unauthorized,28
involving account,35
involving fraudulent,30
involving impersonation,29
involving merchant,27
involving transaction,28
involving unauthorized,62
ip address,169
ip address device,49
ip addresses,35
ip logs,36
iq data,124
iq data international,56
irs form,49
isolated incident,50
issue account,108
issue bank,90
issue began,30
issue cash,24
issue caused,59
issue check,32
issue company,22
issue complaint,29
issue contacted,46
issue corrected,59
issue credit,84
issue credit card,20
issue customer,22
issue despite,67
issue did,29
issue directly,208
issue directly merchant,32
issue dispute,23
issue escalated,46
issue failure,40
issue filing,25
issue fraud,30
issue fully,23
issue immediately,71
issue improper,22
issue including,38
issue incorrect,50
issue incorrect information,24
issue informed,22
issue instead,25
issue involves,25
issue involving,54
issue loan,21
issue merchant,42
issue mortgage,24
issue multiple,36
issue new,21
issue occurred,27
issue ongoing,34
issue payment,35
issue persisted,21
issue prior,20
issue problem,32
issue promptly,34
issue properly,30
issue provide,33
issue provided,29
issue providing,112
issue providing paperwork,101
issue provisional,63
issue provisional credit,57
issue raised,27
issue received,47
issue refund,215
issue regarding,30
issue related,20
issue remains,171
issue remains unresolved,164
issue request,21
issue requested,39
issue requesting,52
issue resolved,268
issue resolved promptly,34
issue result,24
issue sincerely,22
issue summary,21
issue time,43
issue told,63
issue unable,22
issue unauthorized,39
issue wells,37
issue wells fargo,35
issue xx,115
issue xx xx,114
issued account,36
issued bank,33
issued card,20
issued check,91
issued citibank,24
issued credit,51
issued final,36
issued formal,34
issued goldman,25
issued goldman sachs,25
issued id,66
issued id mail,28
issued identification,41
issued mailed,20
issued new,52
issued notice,27
issued partial,54
issued partial refund,34
issued provisional,110
issued provisional credit,94
issued refund,109
issued synchrony,35
issued synchrony bank,32
issued temporary,33
issued temporary credit,25
issued written,46
issued xx,143
issued xx xx,143
issues account,57
issues despite,21
issues including,36
issues involving,26
issues raised,68
issues related,30
issues remain,32
issues remain unresolved,27
issues resolved,26
issues xx,24
issues xx xx,24
issuing bank,100
issuing refund,35
item credit,35
item delivered,62
item information,46
item received,60
item returned,32
item shipped,26
item xx,20
item xx xx,20
itemization balance,24
itemization fees,34
itemization fees charges,22
itemized account,42
itemized account history,37
itemized accounting,165
itemized accounting alleged,31
itemized balance,33
itemized billing,33
itemized breakdown,252
itemized breakdown balance,31
itemized breakdown charges,30
itemized breakdown showing,82
itemized charges,145
itemized charges documents,101
itemized payment,22
itemized payment history,21
itemized statement,158
items credit,54
items credit report,35
items mandates,45
items mandates maximum,45
items received,23
items requested,21
items want,101
items want review,101
ive asked,32
ive called,49
ive contacted,20
ive opened,52
ive opened authorized,45
ive paid,25
ive referenced,37
ive referenced accurate,36
ive sent,25
ive tried,35
jeffcapsys debt,33
jeffcapsys debt collector,33
jeffcapsys falsely,35
jeffcapsys falsely reporting,35
jefferson capital,501
jefferson capital llc,38
jefferson capital syst,81
jefferson capital systems,205
job loss,32
job placement,34
job written,101
job written correspondence,101
joint account,93
joint checking,24
jpmorgan chase,151
jpmorgan chase bank,83
judgment entered,44
just days,47
just got,36
just kept,24
just like,25
just need,27
just pay,35
just received,41
just said,26
just say,25
just sent,24
just told,29
just trying,29
just wait,29
just want,116
just want money,25
just wanted,27
kept asking,25
kept calling,20
kept getting,28
kept saying,33
kept telling,33
key documents,47
key documents original,45
key facts,58
key issues,41
kindly request,60
know account,31
know did,29
know going,20
know happened,25
know inaccurate,28
know know,24
know money,22
know need,23
knowingly authorize,60
knowledge account,79
knowledge alleged,24
knowledge authorization,129
knowledge consent,201
knowledge debt,45
knowledge permission,29
known inaccurate,38
knows reasonable,62
knows reasonable cause,62
lack access,55
lack accountability,26
lack action,20
lack clarity,31
lack clear,93
lack clear communication,21
lack clear disclosure,22
lack communication,137
lack disclosure,26
lack documentation,49
lack evidence,21
lack notice,27
lack notification,28
lack proper,153
lack proper validation,43
lack reasonable,23
lack resolution,47
lack response,90
lack timely,27
lack transparency,347
lack transparency regarding,25
lack validation,28
lack verification,87
lack verification account,41
large payment,25
lastly prefer,101
lastly prefer communication,101
late account,21
late charge,29
late charges,61
late credit,34
late expect,25
late expect updates,25
late fee,357
late fees,697
late fees charges,31
late fees penalties,34
late payment,923
late payment account,25
late payment credit,55
late payment history,41
late payment notations,36
late payment record,59
late payment reported,58
late payment reporting,76
late payments,710
late payments account,39
late payments charge,23
late payments credit,56
late payments demand,25
late payments reported,62
late recently,58
late recently reviewed,57
late reporting,22
late xx,128
late xx xx,128
later account,20
later acknowledged,26
later called,45
later charged,27
later claimed,36
later closed,40
later confirmed,49
later contacted,55
later date,23
later day,83
later denied,63
later determined,21
later discovered,109
later informed,97
later learned,60
later provided,24
later received,157
later received letter,23
later reported,28
later returned,31
later reversed,102
later sent,51
later stated,49
later told,95
later xx,110
later xx xx,110
law account,25
law additionally,33
law consumer,32
law continued,24
law debt,25
law enforcement,261
law expect,28
law failure,31
law fair,35
law fair credit,26
law firm,193
law including,112
law including limited,35
law office,38
law provide,30
law request,95
law request ensure,58
law requesting,70
law required,26
law requires,39
law result,20
law sincerely,65
law thank,22
law validate,105
law validate account,101
law violations,24
law xx,20
law xx xx,20
lawful assignment,26
lawful authority,25
lawful ownership,29
lawful result,58
lawful result error,58
laws fair,23
laws formally,50
laws formally disputing,48
laws including,55
laws regulations,38
laws request,20
laws requesting,20
lawsuit filed,36
lease agreement,177
lease end,47
lease term,23
lease termination,28
leased vehicle,30
leasing office,30
leaving account,26
led believe,88
ledger showing,22
left account,60
left message,28
left voicemail,48
legal action,632
legal action fcra,51
legal action necessary,20
legal action violations,21
legal action willful,24
legal assignment,23
legal authority,566
legal authority collect,461
legal basis,176
legal compliance,29
legal consequences,25
legal contract,78
legal contract signed,64
legal counsel,69
legal department,68
legal dispute,26
legal documentation,26
legal documents,33
legal enforceability,29
legal fees,53
legal justification,24
legal notice,59
legal obligation,206
legal obligation pay,58
legal obligations,67
legal ownership,113
legal ownership debt,41
legal proceedings,27
legal regulatory,20
legal remedies,146
legal remedies including,29
legal representation,22
legal requirements,31
legal responsibility,23
legal right,441
legal right collect,341
legal rights,46
legal standard,61
legal standing,88
legal status,126
legal status debt,87
legal verification,24
legal violations,56
legally assigned,30
legally authorized,86
legally authorized collect,77
legally binding,39
legally collectible,26
legally enforceable,59
legally entitled,24
legally insufficient,27
legally obligated,296
legally obligated debt,31
legally obligated pay,190
legally owed,51
legally owns,27
legally required,264
legally required suspend,59
legally responsible,191
legally responsible accounts,55
legally responsible debt,43
legally sufficient,60
legitimacy debt,81
legitimacy debt validation,58
legitimate authorized,20
legitimate business,50
legitimate documentation,22
legitimate fraud,22
legitimate issue,102
legitimate issue providing,101
legitimate transaction,38
legitimate transactions,29
lender failed,31
lender placed,65
lender placed insurance,43
lending act,234
lending act tila,121
lending practices,95
length time,22
let know,315
letter acknowledgment,22
letter addressed,28
letter asking,21
letter attached,37
letter bank,65
letter bank america,23
letter called,20
letter certified,55
letter certified mail,52
letter citibank,24
letter confirming,45
letter dated,291
letter dated xx,271
letter delivered,32
letter demanding,23
letter did,55
letter does,27
letter email,32
letter explaining,30
letter explicitly,22
letter formal,46
letter mail,112
letter mailed,29
letter provided,23
letter received,107
letter recently,52
letter recently received,51
letter refusal,32
letter refusal pay,31
letter regarding,44
letter requested,34
letter requesting,55
letter response,27
letter said,20
letter saying,64
letter sent,235
letter sent xx,39
letter serves,260
letter serves formal,141
letter serves request,84
letter stated,55
letter states,65
letter stating,282
letter support,32
letter support claim,32
letter wells,32
letter wells fargo,32
letter xx,201
letter xx xx,199
letters credit,22
letters dated,27
letters emails,23
letters received,23
letters sent,47
letting know,58
level documentation,74
level review,28
liability account,20
liability debt,29
liability unauthorized,29
liability willful,23
liable debt,26
liable unauthorized,29
license number,68
license plate,30
licensed collect,582
licensed collect debts,442
licensed collect state,113
lien release,110
life insurance,31
life loan,61
like account,22
like bank,26
like know,39
like removed,23
like said,25
limit increase,36
limit reduction,48
limitations expired,43
limited ability,21
limited account,26
limited failure,30
limiting ability,28
line credit,193
line line,26
linked account,70
linked accounts,20
linked bank,73
linked bank account,63
linked checking,27
linked checking account,26
linking account,22
links account,103
links account proof,101
list accounts,29
list accounts violated,24
listed account,51
listed credit,158
listed credit report,131
listed xx,36
listed xx xx,34
live agent,44
live chat,39
live person,22
live representative,27
living expenses,98
ll debt,20
ll debt collector,20
ll falsely,20
ll falsely reporting,20
llc account,47
llc attempting,25
llc attempting collect,25
llc debt,31
llc failed,41
llc failed provide,30
llc provide,34
llc regarding,86
llc regarding alleged,21
llc reporting,42
llc resurgent,35
llc resurgent capital,35
llc xx,30
llc xx xx,28
loan account,334
loan accounts,34
loan agreement,136
loan application,83
loan approval,23
loan approved,34
loan approximately,43
loan associated,29
loan balance,325
loan bank,28
loan believe,25
loan called,22
loan closed,25
loan company,87
loan credit,51
loan current,62
loan currently,23
loan debt,46
loan despite,45
loan did,57
loan discharge,26
loan documentation,31
loan documents,66
loan estimate,47
loan financed,21
loan forgiveness,116
loan forgiveness pslf,42
loan fully,30
loan funds,28
loan history,65
loan including,58
loan information,40
loan issued,51
loan loan,82
loan modification,376
loan number,98
loan obligation,27
loan officer,93
loan opened,33
loan originated,49
loan origination,40
loan paid,174
loan pay,23
loan payment,71
loan payments,81
loan payoff,26
loan principal,27
loan process,53
loan received,27
loan repayment,29
loan requesting,26
loan serviced,49
loan servicer,194
loan servicers,27
loan servicing,166
loan sold,32
loan status,63
loan taken,35
loan term,34
loan terms,142
loan time,33
loan told,32
loan transferred,68
loan vehicle,23
loan xx,122
loan xx xx,116
loans discharged,27
loans paid,34
loans placed,25
loans serviced,55
loans serviced mohela,20
loans transferred,27
loans xx,24
loans xx xx,24
local bank,43
local branch,125
local law,39
local law enforcement,37
local police,49
local police department,26
locate account,45
locate funds,37
location funds,26
lock account,20
locked account,125
locked card,31
log account,54
logged account,65
login credentials,45
logs device,34
long history,22
long standing,104
long story,23
long term,186
long term financial,23
long time,93
longer able,34
longer access,75
longer active,33
longer available,36
longer business,37
longer possession,24
look forward,175
look forward prompt,57
look forward response,35
look like,35
looked account,26
looked like,21
looks like,64
loss access,47
loss funds,26
loss income,33
loss insurance,27
loss mitigation,633
loss mitigation application,105
loss mitigation options,71
loss mitigation process,26
loss mitigation review,51
loss use,31
loss xx,32
loss xx xx,32
lost access,43
lost job,47
lost money,23
lost stolen,58
lot money,35
lower monthly,23
lower rate,41
lowered credit,25
loyal customer,44
lump sum,73
lump sum payment,23
lvnv funding,516
lvnv funding llc,370
madam writing,57
madam writing formally,20
mail address,35
mail check,28
mail delivered,35
mail delivered xx,21
mail did,23
mail email,76
mail fraud,30
mail letter,31
mail receipt,58
mail receipt displaying,27
mail received,57
mail requesting,31
mail return,34
mail return receipt,30
mail sent,31
mail showing,29
mail showing proof,28
mail tracking,79
mail xx,105
mail xx xx,105
mailed address,30
mailed check,50
mailed formal,20
mailed letter,31
mailed received,24
mailed xx,78
mailed xx xx,77
mailing address,232
maintain account,34
maintain accurate,80
maintain maximum,42
maintain maximum possible,42
maintain reasonable,49
maintain reasonable procedures,43
maintained account,52
maintained timely,27
maintained timely payments,27
maintenance fee,49
maintenance fees,55
major credit,176
major credit bureaus,133
major financial,26
make account,21
make additional,27
make authorize,37
make changes,22
make charges,24
make clear,36
make decision,30
make decisions,105
make decisions responsibility,101
make informed,45
make informed decision,22
make money,27
make monthly,39
make mortgage,27
make pay,25
make payment,481
make payments,422
make purchase,101
make purchases,88
make sense,86
make sure,150
make timely,29
make transaction,26
make transactions,34
makes impossible,29
makes sense,48
making consistent,22
making difficult,25
making impossible,69
making monthly,38
making monthly payments,29
making payment,153
making payments,349
making process,20
making request,56
making request ensure,51
manage account,64
management account,32
management company,58
management failed,28
management regarding,32
management reporting,24
management services,39
manager confirmed,22
manager informed,22
manager refused,29
manager said,29
manager stated,31
manager told,42
manager xx,21
manager xx xx,21
mandated law,63
mandated law request,58
mandates debt,47
mandates debt collector,45
mandates maximum,46
mandates maximum possible,46
mandates reported,32
mandates reported information,32
manner conduct,25
manner conduct investigation,25
manual payment,32
manual review,93
mark account,29
mark account disputed,23
mark credit,33
marked account,28
marked closed,20
marked delivered,32
marked disputed,92
marked paid,32
marked verified,97
market value,52
marks credit,26
match actual,23
matches data,101
matches data required,101
material change,30
material misrepresentation,52
materially different,39
materially false,25
materially inaccurate,46
materially misleading,139
mathematically impossible,27
matter account,27
matter addressed,31
matter appropriate,27
matter asking,107
matter asking following,101
matter assist,35
matter bank,23
matter caused,25
matter closed,34
matter corrected,26
matter despite,28
matter directly,201
matter ensure,51
matter ensuring,20
matter escalated,78
matter expect,23
matter filing,21
matter fully,46
matter fully resolved,25
matter good,33
matter good faith,33
matter handled,64
matter including,76
matter investigated,132
matter investigated resolved,23
matter investigation,23
matter involves,74
matter look,85
matter look forward,84
matter promptly,48
matter properly,56
matter properly investigated,25
matter provide,82
matter provide documentary,26
matter remains,65
matter remains unresolved,58
matter reported,24
matter request,27
matter requesting,35
matter require,96
matter requires,29
matter resolved,391
matter resolved prepared,29
matter resolved promptly,134
matter review,34
matter reviewed,162
matter reviewed resolved,21
matter sincerely,195
matter thank,37
matter time,43
matter time sensitive,30
matter urgency,25
matter urgent,25
matter writing,40
matter written,21
matter xx,34
matter xx xx,34
maturity date,39
maximum possible,495
maximum possible accuracy,493
meaningful assistance,85
meaningful explanation,84
meaningful investigation,86
meaningful opportunity,89
meaningful progress,34
meaningful resolution,59
meaningful response,101
meaningful review,52
meaningful update,29
meaningful updates,28
meaningful way,20
means collect,33
means collect debt,26
measurable harm,20
mechanism correcting,25
mechanism correcting errors,25
medical collection,35
medical collection account,22
medical debt,95
medical emergency,28
medical hardship,38
meet basic,20
meet financial,21
meet legal,84
meet legal standard,43
meet obligations,55
meet requirement,27
meet requirements,79
meet standard,86
meet standards,24
mely payments,30
mely payments account,30
membership fee,28
mental health,35
mentioned letter,53
mentioned letter recently,51
merchandise delivered,22
merchandise received,58
merchant account,48
merchant acknowledged,43
merchant admitted,24
merchant bank,21
merchant charged,28
merchant confirmed,63
merchant despite,27
merchant did,78
merchant directly,34
merchant dispute,56
merchant documentation,34
merchant evidence,49
merchant explicitly,25
merchant failed,95
merchant failed provide,36
merchant fraud,43
merchant issued,31
merchant later,29
merchant merchant,45
merchant misrepresentation,32
merchant processing,21
merchant provide,26
merchant provided,113
merchant received,29
merchant refund,57
merchant refused,64
merchant responded,33
merchant response,30
merchant sent,32
merchant services,28
merchant submitted,33
merchant transaction,26
merchant xx,65
merchant xx xx,64
merchants failure,26
merchants response,25
message received,23
message saying,21
message stating,61
messages emails,22
met requirements,34
method payment,25
method used,46
method used verify,21
method verification,356
method verification including,23
method verification used,123
methods undermine,67
methods undermine public,67
metro asking,36
metro asking items,36
midland cred,60
midland cred debt,24
midland cred falsely,24
midland credit,430
midland credit management,318
minimum address,58
minimum address original,58
minimum balance,80
minimum payment,170
minimum payments,38
minutes later,27
misapplication payments,23
misapplied payments,34
misinformation provided,22
misleading account,31
misleading credit,40
misleading credit reporting,33
misleading damaging,25
misleading deceptive,41
misleading does,31
misleading impression,29
misleading inaccurate,44
misleading incomplete,43
misleading inconsistent,27
misleading incorrect,34
misleading information,183
misleading practices,22
misleading reporting,141
misleading representation,51
misleading representations,158
misleading representations connection,20
misleading representations unfair,21
misleading statements,27
misleading unfair,82
misleading unfair practices,46
misleading unverifiable,23
misrepresentation debt,21
misrepresentation failure,21
missed late,27
missed payment,236
missed payments,196
missing account,23
missing funds,67
missing payment,50
missing payments,26
missing refund,39
mistake fraud,51
mistake fraud confusion,51
misunderstanding fraudulent,58
misunderstanding fraudulent activity,58
misuse personal,20
mitigation application,105
mitigation options,71
mitigation process,27
mitigation review,53
mixed file,39
mobile app,133
mobile application,29
mobile banking,26
mobile deposit,81
mobile device,26
mobile phone,36
modification agreement,38
mohela account,36
mohela xx,28
mohela xx xx,28
monday xx,140
monday xx xx,140
money account,315
money accounts,28
money bank,112
money bank account,42
money called,35
money came,24
money cash,40
money cash app,31
money checking,36
money checking account,25
money chime,25
money contacted,20
money credit,24
money days,54
money deposited,40
money did,65
money going,30
money gone,36
money held,24
money help,29
money im,20
money just,29
money laundering,24
money left,26
money money,43
money months,21
money need,35
money needed,23
money order,93
money owed,44
money paid,34
money pay,58
money received,47
money refunded,30
money returned,94
money said,48
money savings,37
money sent,101
money stolen,50
money taken,74
money taken account,26
money time,34
money told,39
money transfer,88
money transferred,44
money tried,21
money want,24
money went,31
money xx,57
money xx xx,57
month account,21
month ago,62
month called,21
month later,78
month month,74
month months,21
month paid,27
month payment,39
month period,33
month received,23
month xx,81
month xx xx,81
monthly charges,20
monthly fee,88
monthly fees,49
monthly maintenance,51
monthly maintenance fee,29
monthly mortgage,131
monthly mortgage payment,84
monthly mortgage payments,26
monthly payment,495
monthly payments,354
monthly service,81
monthly service fee,40
monthly service fees,38
monthly statement,43
monthly statements,64
months account,36
months ago,163
months bank,28
months despite,36
months later,165
months months,22
months past,27
months payment,37
months payments,35
months prior,22
months received,27
months resolution,24
months time,46
months told,21
months xx,81
months xx xx,81
morning xx,98
morning xx xx,97
mortgage account,159
mortgage assistance,167
mortgage assistance application,33
mortgage company,244
mortgage corporation,33
mortgage escrow,23
mortgage failed,27
mortgage insurance,32
mortgage lender,37
mortgage loan,203
mortgage paid,32
mortgage payment,362
mortgage payment xx,26
mortgage payments,178
mortgage received,22
mortgage regarding,27
mortgage serviced,21
mortgage servicer,158
mortgage servicers,24
mortgage services,60
mortgage servicing,277
mortgage statement,34
mortgage statements,27
mortgage xx,85
mortgage xx xx,85
motor vehicle,27
moving forward,105
mr cooper,36
multiple accounts,144
multiple accounts inquiries,25
multiple attempts,529
multiple attempts contact,75
multiple attempts obtain,28
multiple attempts resolve,250
multiple calls,116
multiple charges,43
multiple collection,38
multiple complaints,28
multiple conflicting,23
multiple contacts,25
multiple credit,50
multiple days,21
multiple debt,28
multiple debt collection,22
multiple departments,23
multiple disputes,124
multiple emails,58
multiple federal,33
multiple follow,83
multiple follow ups,42
multiple fraudulent,38
multiple good,123
multiple good faith,123
multiple inaccurate,22
multiple inquiries,22
multiple issues,27
multiple late,29
multiple letters,23
multiple months,23
multiple occasions,144
multiple opportunities,29
multiple payments,61
multiple people,22
multiple phone,85
multiple phone calls,72
multiple prior,29
multiple representatives,87
multiple requests,125
multiple times,1716
multiple times credit,23
multiple times day,33
multiple times despite,27
multiple times email,21
multiple times including,47
multiple times phone,48
multiple times provided,28
multiple times received,41
multiple times request,32
multiple times requested,22
multiple times requesting,43
multiple times resolve,38
multiple times time,29
multiple times told,35
multiple times xx,38
multiple transactions,97
multiple transfers,25
multiple unauthorized,118
multiple unauthorized transactions,68
multiple violations,50
multiple violations fair,22
multiple written,71
multiple written requests,34
national bank,59
national credit,276
national credit systems,155
nature complaint,22
nature transaction,38
navy federal,710
navy federal credit,286
navy federal denied,27
navy federals,31
nearly month,28
nearly months,52
nearly weeks,28
nearly year,30
nearly years,78
necessary documentation,56
necessary information,20
necessary steps,32
need access,52
need access funds,24
need assistance,29
need clarity,102
need clarity documentation,101
need contact,42
need funds,22
need help,141
need information,26
need know,34
need make,35
need money,105
need pay,79
need proof,107
need proof information,101
need removed,21
need send,23
need wait,53
needed complete,24
needed contact,29
needed make,22
needed pay,55
needed provide,20
needed send,20
needed validate,104
needed validate information,101
needed verify,36
needed wait,33
needs removed,23
negative account,61
negative balance,392
negative balance account,33
negative credit,384
negative credit reporting,344
negative impact,109
negative impact credit,46
negative information,128
negative items,31
negative mark,31
negative marks,40
negative reporting,251
negative reporting associated,25
negative reporting credit,37
negative reporting related,34
negatively affect,26
negatively affected,40
negatively affected credit,20
negatively affecting,72
negatively affecting credit,48
negatively credit,32
negatively impact,92
negatively impact credit,57
negatively impacted,257
negatively impacted credit,115
negatively impacting,243
negatively impacting credit,196
negatively impacts,25
negligent noncompliance,57
negligent willful,26
negligent willful noncompliance,23
network rules,25
new account,304
new accounts,59
new address,43
new balance,45
new bank,58
new bank account,28
new car,29
new card,351
new card number,24
new cards,24
new case,30
new check,40
new checking,64
new checking account,54
new collection,28
new complaint,75
new credit,100
new credit card,52
new customer,28
new debit,52
new debit card,50
new evidence,83
new home,26
new information,60
new jersey,72
new loan,60
new number,24
new payment,45
new phone,50
new purchases,30
new servicer,31
new vehicle,27
new york,166
newly opened,20
newrez llc,35
ni requesting,20
non compliance,148
